assunto;relato
Tráfico de drogas/Armas;USUARIOS DE DROGAS ACESSAM ESTE LOCAL PARA COMPRA DE  DROGAS DURANTE DIA E NOITE. OUTRAS PESSOAS ENVOLVIDAS COM ESTE ELEMENTO NA RUA 82 VULGOS NETINHO E JEAN.
Tráfico de drogas/Armas;NESTA CASA, APOS AVERIGACAO A NOITE DA PM EM 01/06, O MARGINAL VULGO NETO E SEUS COMPARSAS CONTINUARAM A VENDA E USO DE DROGAS  NESTE LOCAL. FAMILIA ENVOLVIDA E CONHECIDA NO TRAFICO, QUE AUMENTA A NOITE E MADRUGADA SENDO NECESSARIO INVESTIGACAO PELA POLICIA CIVIL E RESERVADO. ENVOLVIMENTO DIRETO COM CRIMINOSOS DA RUA 26 E FAVELA BARREIRA/CICLOVIA. O MESMO POSSUI OUTRA CASA PROXIMA ONDE GUARDA GRANDE QUANTIDADE DE DROGAS PARA VENDA.
Tráfico de drogas/Armas;Todo sabado a noite estao efetuando baile funk no local. Sem autorizacao de nenhum orgao de fiscalizacao. No horario do baile por volta das 22:00hrs e possivel ver dentro e fora do baile varios meninos vendendo e usando drogas . Todo final de baile eles efetuam ttiros para o alto. Solicito que tomem alguma providencia
Tráfico de drogas/Armas;Tráfico e consumo de drogas.
Tráfico de drogas/Armas;Drogas nas plantas e motos. Moreno, 1,75+-, vinte e poucos sempre de bone, voz rouca.
Tráfico de drogas/Armas;Todos os dias ao anoitecer nas esquinas das ruas flora rica e valinhos ,pessoas se reúnem para usar drogas ,principalmente fumar maconha.
Tráfico de drogas/Armas;Bairro penedo/ ampliacao itaborai rj teve baile funk durante a noite desta sexta para sabado com inumeros vagabundos, o qual tinha som muito alto e nao permitiu ninguem dormir, proximo a br 101, devera acontecer este sabado novamente, parecia algum tipo de comemoracao!!!
Tráfico de drogas/Armas;Boa tarde , no dia 19/05 foi preso em Pernambuco o ARTHUR TENóRIO DOS SANTOS o mesmo é foragido da justiça de Brasília ele estava com documento falso em recife com nome de Cleber Luiz , o mesmo faz parte do PCC .. Está em recife fazendo tráfico foi preso não está com o celular na cadeia fazendo ameaças a muita gente dizendo que vai matar o pessoal , ele quem matou o André Carneiro em Jaboatão dos Guararapes três dias antes de ele ser preso . Ele tem envolvimento pesado e um perigo em recife.  No dia 25/05 foi presa na estrada de Campo Grande - GoiÃ¢nia a Taisa Matos que transportava droga para ele haxixe a polícia ainda não sabe do envolvimento dele com a Taisa e nem com a morte do André ... Ele foi preso apenas por documento falso é foragido de Brasília 
Tráfico de drogas/Armas;A travessa 22 de maio, em frente ao Colégio Pedro II, Barreto, Niterói, encontra-se fechada por traficantes que andam livremente na rua expondo suas armas. Os moradores estão impossibilitados de entrar e sair de carro e as crianças de saírem para brincar. Os bandidos estão alocados na casa de número 38, na subida. Geralmente no segundo andar, o que possibilita uma visão ampla de quem entra e sai da rua. Peço encarecidamente providências.
Tráfico de drogas/Armas;Boa noite gostaria de denunciar a boate Park Lounge na Estr. do Monteiro, 2035 - Campo Grande, Rio de Janeiro. Lá está acontecendo hoje um evento repleto de adolescentes de 15 anos com Bebidas alcoólicas. Não é uma matine! Adolescentes na mesma boate de maiores e com consumo de bebidas e drogas. Ate miliciano foi baleado no local uma vez.
Tráfico de drogas/Armas;De noite na rua Manoel Matias, Novo Horizonte, Nilópolis, próximo a rua Mário Valadares é um beco. Fica cinco jovens toda madrugada ficam fazendo Tráfico de drogas 
Tráfico de drogas/Armas;Todos os dias maconheiros vem fumar maconha na minha porta. Sempre a partir das 22:00hs.   Onde moram: Avenida Ministro Edgard Romero 661 casa 01 e casa 13 Onde fumam: Avenida Ministro Edgard Romero 661 casa 10. Nao aguentamos mais. São pés de chinelo que no futuro praticarão assaltos pra sustentar o vício, pois não trabalham.
Tráfico de drogas/Armas;Todo sabado as 22:00 hrs e realizado baile funk na rua galileu , vila olimpia - guapimirim . Onde e possivel ver pessoas vendendo e usando drogas. No final do baile eles ficam dando tiros para o alto. Tem traficante igor fica armado e vendendo drogas .
Tráfico de drogas/Armas;Soube que tem um cara que fornece maconha, cocaina e outras drogas no Recreio dos Bandeirantes, ele tem contato de SP 11 975624816, pede para os usuários entrarem em contato com ele para combinar entrega. Não sei quantas pessoas têm com ele e nem onde mora mas podem tentar se passar por um consumidor e tentar pegar o cara é descobrir para quem ele vende. Só o que sei. Abraços 
Tráfico de drogas/Armas;Prezados, bom dia. Já fiz mais de 100 denunciais registradas no 190, relatando o fechamento das ruas general canrobert no mutuaguaçu e rua Lins Rêgo no boaçu em são Gonçalo. Essas ruas ligam um bairro ao outro diretamente. é inadmissível, desrespeitoso, inaceitável e vergonhoso ver que uns bandidinhos pé de chinelo (menores inclusive is) tenham mais poder de ação em fechar as ruas com barricadas do que a polícia em acabar com aquela situação. Já tentei o 190, já liguei inúmeras vezes direto pro batalhão, pra corrigedoria da policia militar e ninguém resolve essa situação. Mais uma vez peço a ajuda e solução pra este problema. Protocolo de denúncia: 3320-4/2017. Obrigado.
Tráfico de drogas/Armas;Tráfico de drogas ocorre tranquilamente o dia todo no ponto de moto táxi do conjunto MERCK. Dizem que pagam 60,00 toda semana para os PM.
Tráfico de drogas/Armas;Tráfico de drogas ocorre tranquilamente o dia todo no ponto de moto táxi do conjunto MERCK. Dizem que pagam 60,00 toda semana para os PM.
Tráfico de drogas/Armas;"Traficantes do comando vermelho na favelinha no vila 3 recuaram a boca durante o dia que está ficando no final da aldrovando pena no trayller ou no Flamengo na rua Araguaia, a noite eles descem para a Nonato Farias e se misturam aos incautos moradores sem armas e com as drogas escondidas, ficam sentados de frente pro bar do Ruan, parabéns pela perseverança de todos vcs policiais do 7º que apesar de toda dificuldade não desistiram de lutar nós moradores de bem chefes de família não compactuamos com essa marginalidade, e a cada notícia que recebemos do êxito de vcs em prender um marginal na nossa comunidade ficamos muito felizes, aos P2 meus parabéns vcs estão fazendo história aqui a marginalidade anda assombrada com os "" mendigos"" kkkkkkkkk que Deus os proteja e abençoe, sei que por conta da demanda é quase impossível mas desde já os convido a visitarem nossa comunidade todos os dias se possível pelo menos 3 x ao dia parabéns pelo excelente trabalho, nós precisamos de vcs embora fique difícil expressar nossa gratidão vcs são nossos heróis, o cumprimento que não posso fazer substitui por uma oração por vocês e seus familiares."
Tráfico de drogas/Armas;comunidade da vila pauline em belford roxo na rua Max da Costa  neste exato momento um grupo de 10 a 15 pessoa forte mente armados estão fazendo pontos de drogas na comunidade  Várias denucias ja foram feira pessoa que vem do trabalho tarde da noite estão em risco não podemos receber parentes que vem de carro pq a comunidade esta toda com barricadas para empedir o acesso de policianento no local 
Tráfico de drogas/Armas;" NESTE LOCAL RESIDE UM ELEMENTO CONHECIDO COMO NETINHO, QUE DURANTE ANOS SEMPRE ESTEVE ENVOLVIDO COM O TRAFICO DE ENTORPECENTES NESTA AREA E RETORNOU DEVIDO A PRISAO DE SEU SOBRINHO, O TRAFICANTE DE DROGAS LUCAS AMADO RIBEIRO, PRESO PELA P2 PMERJ ATRAVES DO DISQUE DENUNCIA 5613.1.2016. NESTA CASA, OCORRE A MESES UMA GRANDE MOVIMENTACAO DURANTE O DIA E AUMENTA A MADRUGADA DE ENTRA E SAI DE MOTOS E PESSOAS QUE PARAM EM SUA PROXIMIDADE E ENTRAM RAPIDAMENTE AO LOCAL SAINDO EM SEGUIDA. O MESMO NAO POSSUI ATIVIDADE FIXA E SEMPRE E VISTO COM ELEMENTOS DE PESSIMA REPUTACAO E ENVOLVIDOS NESTE TIPO DE ATIVIDADE ILICITA TAIS COMO ""RUSSO DA 79"" ,""WAGUINHO"" ENTRE OUTROS. O MESMO TENTA EXPANDIR SUA ATIVIDADE E AGE COM CERTEZA DA IMPUNIDADE, RESSALTANDO QUE O MESMO POSSUI OUTRAS CASAS NESTA LOCALIDADE E PROXIMAS QUE TAMBEM DEVEM SER AVERIGUADAS,BEM COMO A DE ""RUSSO"" NA RUA 79 LOTE 21 RUA MEM MARINHO FALCAO. O MESMO AMEACA MORADORES AFIRMANDO SER TRAFICANTE ANTIGO DA AREA E UTILIZA SE DE UMA INTERNACAO ALEGANDO SER DOENTE MAS A ROTINA E MOVIMENTACAO DE ROTATIVIDADE NO INTERIOR DESTA CASA ENTREGA O TRAFICO. NECESSARIO INVESTIGACAO P2 E PCERJ. DROGAS ATUALMENTE GUARDADAS EM LOCAL PROXIMO LUDIBRIANDO A POLICIA."
Tráfico de drogas/Armas;" APOS MESES DE MUITAS DENUNCIAS SEM NUNHUMA RESPOSTA ROGAMOS A ESTE REPEITADO ORGAO QUE COBRE UMA SOLUCAO PARA ESTE GRAVE CASO NESTE ENDERECO FORNECIDO A MESES RESIDE UM ELEMENTO JA BASTANTE CONHECIDO NESTA LOCALIDADEA DECADAS DEVIDO AO FORTE ENVOLVIMENTO AO TRAFICO DE ENTORPECENTES LOCAL VULGO NETINHO QUE RETORNOU LOGO APOS A PRISAO DE SEU SOBRINHO LUCAS PROCESSO TJRJ N 0025110 34 2016 8 19 0002 POR TRAFICO DE DROGAS O MESMO TRANSFORMOU ESSA CASA EM UM PONTO DE VENDA E UTILIZACAO DE DROGAS E AFINS  USUARIOS ACESSAM ESTA CASA  A TODO MOMENTO INTENSIFICANDO DURANTE A NOITE E MADRUGADA COM ENTRADAS RAPIDAS E SAIDAS CAUTELOSAS A BORDO DE MOTOS CARROS OU BICICLETAS ESTE ELEMENTO POSSUI OUTROS ALCUNHAS LIGADOS AO MESMO QUE O AUXILIAM NO TRANSPORTE GUARDA E CAUTELA DESTE MATERIAL QUE SERIAM ""NETO ""LOGAN PRETO PLACA KYQ 5753  E TITAN PLACA FCA 7037 E "" WAGUINHO"" PALIO CINZA PLACA LQV 2000 E TITAN PLACA  KWM7037 E ""CHICO ""TITAN PLACA LOH 0871 E ""CAJU"" E ""RUSSO"" MORA RUA 79  LOTE 21 ATUAL RUA MEM MARINHO FALCAO NA CASA DE TIJOLO   JOVENS DE FAVELAS  SEMPRE ACESSAM ESTE LOCAL E SAEM COM BOLSA DE MERCADO CHEIAS. AVERIGUAR O ANDAR SUPERIOR DO IMOVEL  O MESMO PODE FUGIR PARA A CASA DA IRMA AO LADO SE HOUVER ABORDAGEM POLICIAL PELA RUA 79 OU JOGAR FLAGRANTE PELO TELHADO . ELEMENTO ARTICULADO E AGRESSIVO. NECESSARIO UMA INVESTIGACAO DIARIA NO LOCAL PELA P2 PMERJ E POLICIACIVIL E MINISTERIO PUBLICO. CASA COM LIGACAO CLANDESTINA E FURTO DE ENERGIA ATRAVES DA CASA DA IRMA  PELA RUA 79 ONDE A ENEL NAO SOLUCIONA ESTE CRIME"
Tráfico de drogas/Armas;Meliantes quebrando a rua Alvaro Proença que é uma rua principal... Bem em frente ao colégio Hilton gama em são Mateus - são João de Meriti
Tráfico de drogas/Armas;Meliantes quebrando a rua Alvaro Proença que é uma rua principal... Bem em frente ao colégio Hilton gama em são Mateus - são João de Meriti
Tráfico de drogas/Armas;Meliantes quebrando a rua Alvaro Proença que é uma rua principal... Bem em frente ao colégio Hilton gama em são Mateus - são João de Meriti
Tráfico de drogas/Armas;Relato por meio desta denuncia que na rua barao de Petropolis  no bairro Rio comprido na subida da entrada da comunidade denominada  favelinha em frente a fábrica FAET tem uma boca de fumo com vários homens e mulheres vendendo drogas. Chegam até a gritar falando o preco das drogas oferecendo para as pessoas que passam. E todo momento vêm moto táxi para comprar drogas e deixar + drogas. Homens andando armados na via princiapal um absurdo.  Armas em punho.
Tráfico de drogas/Armas;Trafico de drogas rolar na comunidade da favalinha em caxias Aonde Os Traficantes  Se ESCONDEM E Na Rua Guilherme Esturdart Beco Da Baiuca Frente Da Favela E Diego Ferreira Marinho Conhdcido Como Zoi Ou MaÇa Gala Mulher Se Chama barbara raiane Mais Informacao Chamem No Face Juliano Silva Laureano
Tráfico de drogas/Armas;Nós últimos dias durante a semana, cerca de 8 jovens do sexo masculino aparentando idade entre 12 e 14 anos com uniformes de escola publica estão fazendo uso de drogas visualmente maconha, eles preparam e fumam na escadaria da Rua Martins Lage e depois sobem em direção a Rua Vaz de Toledo, não sei informar precisamente qual escola eles pertencem mas acredito que sejam da Benevenuto ao lado da Visconde de Cairu.
Tráfico de drogas/Armas;Bom dia. Venho por meio de uma denúncia do morador da minha rua.pois o mesmo vem submetido a vários tipos de drogas.o mesmo até faz trouxinhas da papelotes pra fazer suas vendas. Pois a calçada da mesma fica escura e assim facilita o movimento. traz para o morador um veículo branco com insulfilm  e lhe entrega várias bolsas e em seguida a mesma estra desesperada.e a noite começa o movimento  ... Lá encontrar tra - se várias crianças e senhora de idade. Resido aqui a anos e nunca vi isso por aki.pois a rua agora está muito perigosa vários assaltos e várias pessoas estranhas no local. Pois necessitamos de uma certa urgência de uma viatura na rua e no local descrito. sem mais
Tráfico de drogas/Armas;"Há uma mensagem circulando no Whatsapp dizendo que os traficantes da Vila Kennedy estão proibindo os moradores de utilizarem celulares nas ruas para evitar possíveis denúncias e afastar a polícia do bairro. Isso teria sido uma ordem do ""dono"" da comunidade, conhecido como Tchaca. Além de ameaçarem lojistas locais e tentarem monopolizar serviços como vendas de gás e cigarros. Segue abaixo a mensagem circulando:""por ordem dos traficantes quem mexer nos celulares ao passar por eles aqui na vk ficará sem o celular se acharem fotos ou vídeos vai morrer.... Agora roupas de marca só poderam ser compradas na loja da mulher do dono(thatca)(adriano) vai mandar fechar tds as lojas multimarcas pela vk.e o comercio da vk do face vai acabar tb. Gás  só comprando na boca cigarro só comprando na boca Cada loja de quentinha vai ter q fortalecer as bocas com 10por dia. Não é cao. Quem pagar pra ver é bala"""
Tráfico de drogas/Armas;Bandidos circulam armados e bloqueiam a rua permanentemente com barricadas
Tráfico de drogas/Armas;Diariamente menores que não estudam na escola municipal Mauricio Cardoso comparecem nos horários 11 as 14 h e 16 as 17:30 h para traficarem para os alunos e usarem drogas no muro da escola . Ameaçam as pessoas que passam perto deles 
Tráfico de drogas/Armas;Tráfico de drogas ocorre livremente no ponto de moto táxi, que se localiza no início da rua Carlos Palut, ao lado do ponto de táxi. 
Tráfico de drogas/Armas;Relato por meio deste que na rua barao de Petropolis, no bairro Rio comprido na altura da favelinha existe agora uma boca de fumo com venda de drogas diariamente. A todo momento os traficantes ficam andando de moto subindo e descendo com armas em punho. Está um perigo a rua barao de Petropolis.  Isso precisa de uma solução. 
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e expulsando os moradores,vendendo drogas e andando armados livremente.
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e expulsando os moradores,vendendo drogas e andando armados livremente.
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e expulsando os moradores da comunidade. Instalando barricadas nas ruas próximas.andando armados e acabando com o direito de ir e vir do cidadão que paga seus impostos. 
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e expulsando os moradores da comunidade. Muita venda de drogas.
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e  os moradores.instalando barricadas no local.
Tráfico de drogas/Armas;após  algumas incursÃµes da Polícia no local traficantes retornam aos pontos onde costumavam ficar.
Tráfico de drogas/Armas;Neste local durante o dia usuarios liderados pelo marginal Neto fazem uso de entorpecente e a noite recebem usuarios de fora para traficarem. Drogas sao buscadas em bocas de fumo proximas haja vista a policia ja ter diligenciado no local. Drogas guardadas na casa de russo e lenir. Marginal antigo que trafica junto com sobrinho lucas preso e condenado pelo disque denuncia n. 5613.1.2016. Familia inteira envolvida nesse meio. O mesmo ilude a policia alegando ser dependente e em tratamento. Necessaria investigacao da Pcerj, DECOD e 81 dp para solucionar pois o mesmo nao respeita ninguem. Enquanto continuarem com essa baderna  movimentacao de vagabundagem as denuncias anonimas nao iram terminar. Ministerio publico sera acionado caso nao haja solucao. 
Tráfico de drogas/Armas;Esse rafael fica vendendo drogas em petropolis ponto final do onibus thouzet
Tráfico de drogas/Armas;Boa noite, o comandante do 9 batalhão está de parabéns por ter enviado viaturas para acabar com a boca de fumo que estava se instalando na Travessa Santo António e na Reta de Deodoro em marechal hermes. Porém, os bandidos continuam circulando de motos armados sem ser incomodados, pois não temos uma ronda da viatura para manter a paz em nossa rua. A viatura fica em um pagode em marechal mais aqui não passa. Por favor o responsável do 9 batalhão nos ajude enviando uma viatura para passar aqui diariamente só para espantar de vez esses bandidos.
Tráfico de drogas/Armas;Bandidos fortemente armados ameaçando e instalando barricadas no local. Moradores pendem ajuda 
Tráfico de drogas/Armas;Bandidos armados estão reunidos neste momento nas ruas Alberto Jeremias no jardim íris em São João de meriti cavando a via para colocar ferros e assim impedir a movimentação da polícia e estabelecer num beco próximo uma boca de fumo. 
Tráfico de drogas/Armas;Tráfico e consumo de drogas lava jato do bizu.Sempre a noite e concentração  de muitos bandidos no final dessa mesma Rua casa em obra.
Tráfico de drogas/Armas;Estudantes de escola pública aparentando adolescência entre 12 e 15 anos fazendo uso de drogas tipo maconha no horário entre 07:15hs e 08:00hs, talvez estejam implantando um estica porque junta em torno de 10 meninos.
Tráfico de drogas/Armas;As fracçÃµes TCP e ADA estão querendo realizar um baile funk no final da Rua Laurindo Filho em Cavalcante. E pior é que tem indícios de que o batalhão da área está sabendo e que levará propina de R$3.000,00 por baile realizado. Sem contar com as motos roubadas circulando no bairro. Desde já agradeço.
Tráfico de drogas/Armas;Moro no complexo da maré amanhã vai ter um show do PJ é vai rolar muita arma e drogas nova Holanda maré RJ 
Tráfico de drogas/Armas;Amanhã dia 10 de junho vai ter um show no complexo da maré nova Holanda vai ter armas e drogas 
Tráfico de drogas/Armas;Prostibulo funcionando na Rua Barão do Bom Retiro 1029 de nome M Rosas Night Club emcima da lotérica ao lado do American Pet. Presença de traficantes do Morro São João, menores de idade se prostituindo no local, Tráfico de drogas e som altíssimo a noite toda. Moradores vizinhos estão revoltados com o descaso da Polícia que não toma providências.
Tráfico de drogas/Armas;Traficante armado se escondendo
Tráfico de drogas/Armas;Comércio livre de drogas, alta quantidade de entorpecente, venda a menores, armas de fogo de alto calibre, e desapropriação de residencias pelo tráfico locale, concentração de aproximadamente 20 indivíduos vendendo drogas dia e noite.
Tráfico de drogas/Armas;Venda de notas falsas pelo grupo bota para rolo realengo 
Tráfico de drogas/Armas;Tráfico de drogas, venda a menores de idade, homens armados, desapropriação de residencias,comércio livre de drogas dia e noite faca chuva ou faca sol, impedindo o direito de ir e vim do cidadão trabalhador morador da área, por favor só queremos apoiar a polícia do estado do rio de janeiro no combate a criminalidade, resultando assim com dias melhores dentre essa crise que o país encontra-se.
Tráfico de drogas/Armas;Hoje vai rolar famoso baile da matinha já tem varias armas muitas drogas.eles não respeitam os moradores .. Fica na rua leolpodina serra perto da macumba é nesse lugar que sempre tem desmanche de cargas.....é só subir.a.rua Belisário pena e virar a esquerda e subi é a famosa matinha.
Tráfico de drogas/Armas;O traficante bob do caju está nesse momento no pinheiro em uma reunião com o traficante th do pinheiro, e atravessou para o pinheiro com a ajuda de moto táxis e carros da uber que ficam na entrada da comunidade, o traficante bob atravessou com uma pistola cordão de ouro fuzil e seu compareça estava com ele conhecido como sezinha que trabalha na uber em um pinto vermelho ele guarda as armas dinheiro e drogas do traficante em vários lugares ele que é responsável por guarda, o traficante bob do caju vai ficar pra uma reunião e curtir o baile do pinheiro aqui do caju saiu 4 carros roubados e ubers com os cabeças do caju, 
Tráfico de drogas/Armas;Vários  traficante com pistola na mao no meio da rua traficando neste momento .estao tudo drogado.e com motos roubadas.
Tráfico de drogas/Armas;Traficantes vendendo e usando drogas no Beco João Inácio, na rua próximo ao número 15 na esquina com Travessa do Sereno. O beco começa no Largo de São Francisco da Prainha 
Tráfico de drogas/Armas;Boa tarde.  Conforme já é sabido,na sexta tviemos a operação policial em vários bairros,  dentre aquI perto: catumbi, chacarra.  Hoje dia 11 de junho de 2017, informo que continuam a venda de drogas na boca de fumo da entrada da favelinha no bairro comprido.  Esta muito ruim esse clima de insegurança, pois os militantes transitam com as armas e vendem drogas até de dia. Peço urgência.  Obrigada.   
Tráfico de drogas/Armas;Baile funk promovido por traficantes de drogas fortemente armados com consumo de drogas e álcool por menores de idade 
Tráfico de drogas/Armas;Baile funk promovido por traficantes de drogas fortemente armados com consumo de drogas e álcool para menores aos sábados a partir das 22h e domingos as 19h 
Tráfico de drogas/Armas;Tó recebendo uma denúncia. Os criminosos estão fazendo o comércio de venda de drogas todos os dias. Estão fazendo um beco dentro dessa área de mata, montada numa barraca feita de lona de plástico amarrada no pau. Que tem a parte de um corredor de cima e frente ao muro e a residência. Todos eles são moradores e outro e do Tuiuti. São menores e outros são maiores. Funcionam 24 horas movimentando. Fazem parte da mesma facção criminosa, o comando vermelho. Usam o rádio transmissores, pistolas, tipos de drogas e outros. Disfarçam de moradores pra poder enganar os policiais, até agora nada. Faltam policiamento reforçado e não estão passando absolutamente nada.
Tráfico de drogas/Armas;Jovem que veio fugida do estado do Pará por ter mandando matar o ex marido está traficando drogas na comunidade Vila Da Paz no Itanhangá próximo a barra da tijuca
Tráfico de drogas/Armas;Uma carga de biscoitos foi descarregada  hj 12 de junho de 2017 na rua JavaTa, 473. Há  um corredor do terreno particular onde os traficantes Vendem drogas além de esconderem armas e drogas. Este terreno  dá  frente para rua javata e fundos para  Rua himalaia, local usado como rota de fuga. Há  6 casas no terreno onde moradores são  feitos reféns. Há  idosos,  crianças e trabalhadores  no local.há  um rapaz  de 20 anos,  deficiente  mental e surdo. A casa do 483  ( lado direito)está vazia e também  usada como depósito de carga roubada , armas( incluído  fuzil) e depósito de  drogas. 
Tráfico de drogas/Armas;Tráfico de drogas trv. Francisco Macieira e Trav Dr. Lopes indivíduos jovens em grupo todos os dias a qualquer hora.
Tráfico de drogas/Armas;Traficantes do chapada o estão promovendo um baile com venda de drogas na praça do Village pavuna fecharam a rua impedindo a passagem de moradores do condominio
Tráfico de drogas/Armas;Estão vendendo drogas num terreno privado.. Ficam na esquina vigiando tudo ..um ponto estratégico 
Tráfico de drogas/Armas;Turma de adolescente uniformizados de escola pública fazendo uso de entorpecentes todos os dias durante a semana entre os horariros de 07:30hs e 08:00hs provavelmente antes da aula na escadaria em da rua Martins Lage em frente a estação de trem do Engenho Novo.
Tráfico de drogas/Armas;Tráfico e consumo de drogas na casa e na calçada. Eles.ficam dentro e fora da residência, traficando e consumindo drogas. Já fiz diversas denúncias e nada foi feito. A dona da casa ( uma senhora loira baixinha)é conivente. Peço uma solução! 
Tráfico de drogas/Armas;Rua c no parque Eldorado em duque de Caxias janeiro está rua fica rua e uma rua sem saída atrais do campo boça nova  E uma casa que fica na rua c  Nesta casa tem muita drogas e prostituição e som muito alto de funk de apologia e palavrões  Por isto que eu peço uma máxima urgência pois é tenho uma filha menor 
Tráfico de drogas/Armas;Durante o dia e com mais frequencia a noite e madrugada nesta residencia acontece o uso e trafico de drogas a meses com entra e sai de carros diferentes  com pessoas e motos.  A viatura da PMERJ precisa parar para averiguacao destes elementos  e fazer rondas neste local. Necessaria investigacao da 81 DP e DCOD. Elemento com influencia no trafico de entorpecentes na favela da Ciclovia e Barreira e visto na rua 26 boca de fumo. Elementos sem ocupacao licita e ponto de uso de drogas tambem. Familia toda envolvida no crime e com sobrinho ja preso e condenado por trafico pelo disque denuncia 5613.1.2016. Minsterio publico ciente desta denuncia haja vista sua periculosidade e inercia para solucao deste caso.
Tráfico de drogas/Armas;Boca de fumo, maconheiros, olheiros, vapor escondendo drogas nos carros estacionados na rua e vasos de plantas, uso constante de drogas durante a noite/madrugada na Vila Esperança em Jardim América. Fato acontece sistematicamente e diariamente, incomodando e intimidando moradores.
Tráfico de drogas/Armas;Traficantes armados se escondendo no local
Tráfico de drogas/Armas;Festa regada a muita drogas ...
Tráfico de drogas/Armas;Festa regada a muita drogas.
Tráfico de drogas/Armas;Festa regada a muita drogas.
Tráfico de drogas/Armas;Festa regada a muita drogas.
Tráfico de drogas/Armas;Rua Boaçu em Ricardo de Albuquerque rerorna a ter ponto de venda de drogas, proximo ao seu final. São elementos oriundos da VK que estão fazendo a venda... Apoiado por alguns usuários...
Tráfico de drogas/Armas;Relato de boca de fumo na rua barao de petropolis no bairro Rio comprido. Na subida da favelinha em frente a Faet.  Muitas motos e carros roubados sobem e descem ao longo da rua barao de Petropolis.  Esta muito perigoso. Por gentileza peço uma solução para esse problema. 
Tráfico de drogas/Armas;A travessa 22 de maio, em frente ao Colégio Pedro II, Barreto, Niterói, encontra-se fechada por traficantes que andam livremente na rua expondo suas armas. Os moradores estão impossibilitados de entrar e sair de carro e as crianças de saírem para brincar. Os bandidos estão alocados na casa de número 38, na subida. Geralmente no segundo andar, o que possibilita uma visão ampla de quem entra e sai da rua. Peço encarecidamente providências.
Tráfico de drogas/Armas;Geralmente aos domingos e feriados, um grupo liga um som ensurdecedor num carro que não permite ninguém dormir a madrugada toda. Os moradore não tem a quem recorrer, pois tem medo de represálias. Nesse lugar há venda e consumo de drogas deliberadamente. No domingo passado isso aconteceu e hoje, feriado, 15/06, já estão lá novamente. 
Tráfico de drogas/Armas;traficantes colocaram de novo barricadas na entrada da comunidade buraco quente.
Tráfico de drogas/Armas;Individuos colocaram uma boca de fumo com barricadas na Rua São Judas Tadeu, divisa com o Mutuapira, comunidade do couro come. Em frente a Igreja Assembleia de Deus Monte Hermon. No Mutuaguassu.
Tráfico de drogas/Armas;OS TRAFICANTES (CV) DA RUA JOAQUIM SILVA TRANSFORMARAM A BOCA DE FUMO DA RUA DO RIACHUELO, 17, EM UM LOCAL DE DISTRIBUIÇãO DAS ESTICAS PRóXIMAS. FICAM 3 MENORES ARMADOS DE PISTOLA (QUE TAMBéM PRATICAM ROUBOS COM UMA MOTOCICLETA 250CC). CASO A POLÁCIA CHEGA, FOGEM PELA PARTE DE CIMA DO PRéDIO DO NÚMERO 17, AO LADO DA CAIXA DÁGUA, PASSAM PELO NÚMERO 15, PASSAM PELO GALPãO DESTELHADO DO NÚMERO 13, EM DIREÇãO Ã  LADEIRA DE SANTA TERESA. ESTA ROTA DE FUGA FOI EXIGÁNCIA DOS TRAFICANTES PARA QUE OS MORADORES DEIXEM PASSAR OU ENTRAR NAS CASAS. DEVIDO AS RECENTES APREENSÕES DE DROGAS, HOUVE UMA ORDEM PARA QUE COMECEM A ROUBAR LOJAS E RESIDÁNCIAS PARA PAGAR O VALOR DO PREJUÁZO SOFRIDO COM AS APREENSÕES. DERAM ORDEM PARA QUE COMPENSEM QUALQUER PREJUÁZO COM ROUBOS. O LÁDER é PABLO CARLOS RODRIGUES RABELLO, USA UM CORDãO DE OURO, ANDA SEMPRE COM UMA PISTOLA E é RESPONSÁVEL POR ABASTECER A BOCA DA RUA DO RIACHUELO 17 E AS ESTICAS DA REGIãO.  TEM MAIS 3 ELEMENTOS ARMADOS QUE ANDAM COM ELE. SãO VIOLENTOS E PERIGOSOS. DIA 16/06/17 FUGIRAM DA OPERAÇãO POLICIAL DA PM POR ESTA PASSAGEM PELOS TELHADOS DAS CASAS. NO PRéDIO DO NÚMERO 17 TEM UM PORTãO DE FERRO REFORÇADO COM CADEADO QUE Só PODE SER ABERTO INTERNAMENTE E é CONTROLADO PELOS TRAFICANTES, O QUE DIFICULTA UMA AÇãO POLICIAL. PARA SER FEITO UMA OPERAÇãO POLICIAL NO PRéDIO DO NÚMERO 17, TEM QUE ESPERAR ALGUM VAGABUNDO ABRIR O PORTãO PARA SAIR OU OUTRO ENTRAR E SUBIR JUNTO. MAS SE ESTACIONAR QUALQUER VEÁCULO PERTO NA RUA DO RIACHUELO, ELES NãO ABREM A PORTA. HÁ OLHEIROS NO PRéDIO E NA CALÇADA. OS QUARTOS QUE FICAM ABAIXO DA CAIXA DÁGUA SãO DOS TRAFICANTES QUE SE RELACIONAM SEXUALMENTE COM AS MULHERES DALI. SE DESCONFIAM DA PRESENÇA POLICIAL, FOGEM PELOS TELHADOS. 
